emp_no,first_name,last_name,salary,salary_from_dt,title
97853,Huiqun,Scharstein,43901,1995-01-09,Senior Staff
97870,Leah,Socorro,54630,1996-02-03,Staff
97885,Seshu,Edelhoff,104622,1985-12-17,Senior Staff
97886,Mario,Chartres,40000,1999-03-08,Assistant Engineer
97900,Ranan,Passafiume,51617,1986-08-22,Senior Engineer
97913,Saeko,Staylopatis,40000,1997-07-23,Engineer
97918,Adel,Pollacia,66931,1987-09-01,Senior Staff
97923,Haldon,Lienhardt,76133,1992-08-15,Senior Engineer
97925,Kwok,Beeson,43149,1987-06-01,Senior Engineer
97938,Aiichiro,Plavsic,69134,1986-03-27,Senior Staff
97948,Henk,Geffroy,40000,1985-09-03,Senior Staff
97985,Dekang,Botman,54124,1985-05-01,Senior Engineer
98009,Piyawadee,Schoegge,72309,1993-07-08,Senior Staff
98017,Sachio,Gils,91096,1985-05-21,Senior Staff
98018,Yongdong,Pileggi,50503,1995-03-08,Staff
98028,Rafols,Shackel,40000,2000-01-30,Staff
98038,Mack,Peron,40000,1987-11-17,Senior Engineer
98047,Gill,Nitsche,40000,1990-07-13,Senior Staff
98050,Huai,Angel,40000,1987-05-15,Senior Staff
98052,JoAnne,Binding,47290,2000-01-24,Engineer
98054,Berry,Conry,52842,1985-09-18,Senior Engineer
97660,Mantis,Pramanik,42397,1985-05-05,Senior Staff
98060,Tzvetan,Speckmann,78298,1990-09-06,Senior Staff
98063,Danco,Rusterholz,69407,1988-05-25,Engineer
98069,Waiman,Dolinsky,45767,1987-01-23,Senior Engineer
98072,Luerbio,Merro,40000,1986-07-16,Senior Engineer
98079,Abdelaziz,Stiles,40000,1987-10-06,Senior Staff
97670,Flemming,Yurek,58582,1994-03-24,Senior Staff
97677,Taegyun,Poulakidas,81061,1992-11-06,Senior Staff
98098,Feipei,Eterovic,40000,1987-04-24,Technique Leader
97680,Shaowei,Ravishankar,40000,1990-01-22,Engineer
97682,Alejandra,Gulik,41892,1985-07-05,Senior Staff
98117,Venkatesan,Linnainmaa,50930,1990-09-23,Senior Engineer
98269,Vasilii,Ghazalie,40000,1986-08-29,Senior Engineer
98125,Subir,VanScheik,51565,1988-02-04,Technique Leader
98128,Kazuhisa,Ambroszkiewicz,81633,1994-01-11,Staff
98270,Kinh,Kawashimo,56835,1992-03-21,Senior Staff
98285,Georg,Piancastelli,40000,1999-11-20,Technique Leader
98149,Moss,Preusig,40000,1990-05-28,Senior Engineer
98293,Jayesh,Adachi,40000,1992-11-19,Senior Staff
98169,Bedrich,Luft,120032,1987-01-20,Senior Staff
98171,Jaroslava,Busillo,62749,1986-08-20,Senior Engineer
98183,Masami,Besselaar,54821,1988-09-09,Senior Staff
98297,Xiaoshan,Serot,45625,1988-06-11,Senior Engineer
98192,Sumali,Murtagh,72305,1986-02-10,Senior Engineer
98199,Sadun,Felcyn,58988,1987-04-10,Senior Staff
98305,Yongmao,Stranks,63537,1997-10-19,Technique Leader
98212,Sham,Slutz,40000,1990-08-12,Senior Engineer
98307,Douadi,Leijenhorst,78658,1987-04-28,Senior Staff
98311,Menkae,Kambil,40000,1989-02-03,Senior Engineer
98233,Hausi,Trogemann,45438,1985-02-19,Senior Staff
98240,Martien,Stifter,62338,1985-06-05,Senior Staff
98241,Felicidad,Kroha,47974,1986-01-25,Senior Engineer
98317,Domenico,Vieri,43524,1998-09-02,Staff
98247,Shakhar,Skafidas,40000,1999-11-04,Senior Engineer
98323,Amalendu,Ponthieu,64682,1987-04-25,Senior Engineer
98253,Pragnesh,Homond,44356,1998-06-21,Senior Engineer
98335,Shao,Vuskovic,40000,1987-09-12,Senior Engineer
98338,Guenter,Taneja,40000,1987-04-05,Senior Engineer
98358,Basim,Aingworth,53905,1985-12-26,Senior Engineer
98423,Zhiwei,Birta,45090,1991-04-13,Senior Staff
98363,Arunachalam,Lorie,40000,1996-01-16,Senior Staff
98424,Constantijn,Braunschweig,40000,1991-05-27,Senior Engineer
98430,Fay,Langford,61482,1985-05-16,Senior Engineer
98377,Steve,Flanders,64051,1988-02-03,Senior Staff
98436,Akeel,Khalid,40000,1985-05-15,Senior Engineer
98444,Arra,Lubachevsky,71642,1985-11-06,Senior Staff
98445,Spyrose,Constantine,65189,1988-07-26,Senior Engineer
98394,Berthier,Anick,57807,1991-01-06,Senior Engineer
98453,Huan,Baby,40000,1989-04-07,Senior Engineer
98457,Bezalel,Standera,57936,1985-08-28,Senior Staff
98458,Oguz,Pollock,47360,1988-10-24,Senior Engineer
98399,Satosi,Wendorf,40000,1987-10-25,Senior Engineer
98478,Baruch,Heystek,40000,1985-03-22,Senior Engineer
98543,Kristin,Selenyi,44820,1987-08-20,Senior Engineer
98485,Chiradeep,Homond,94046,1987-11-01,Senior Staff
98495,Duke,Showalter,44909,1985-04-23,Senior Staff
98497,Jianhao,Cannata,40000,1988-11-27,Senior Engineer
98500,Sarita,Bennet,47977,1986-09-05,Senior Staff
98506,Oddvar,Gyorkos,66018,1995-10-24,Senior Staff
98549,Prodip,Landherr,54864,1990-06-06,Senior Staff
98518,Gad,Rahimi,40671,1995-01-22,Senior Engineer
98522,Janalee,Kugler,40000,1991-12-05,Senior Staff
98558,Valery,Llado,40000,1986-09-16,Senior Engineer
98524,Anneli,Rosenbaum,51480,1997-05-05,Engineer
98533,Tsvetan,Detkin,64179,1990-04-19,Senior Engineer
98536,Francesca,Figueira,40000,1988-05-25,Senior Engineer
98570,Seongbae,Botman,55224,1988-08-13,Senior Engineer
98586,Kauko,Steenbeek,40000,1997-07-08,Senior Engineer
98594,Eldridge,Kruskal,41566,2000-01-25,Engineer
98697,JiYoung,Harbusch,61359,1998-05-31,Staff
98699,Karsten,Koyama,40000,1985-03-16,Senior Staff
98713,Stabislas,Luit,44936,1986-02-23,Senior Staff
98717,Chenyi,Oaver,57315,1998-03-02,Staff
98725,Gill,Kaminger,49026,1995-12-16,Engineer
98732,Nikolaus,Baca,40000,1991-02-15,Senior Staff
98745,Zhanqiu,Kitsuregawa,61252,1985-10-24,Senior Engineer
98750,Shooichi,Braccini,46673,1986-12-30,Senior Engineer
98753,Franziska,Murillo,73479,1991-09-12,Senior Staff
98766,Gretta,Buchter,69215,1996-04-16,Senior Engineer
98768,Valery,Iacovou,40000,1994-01-29,Senior Engineer
98793,Stevo,Merey,40000,1996-05-20,Staff
98795,Pasqua,Hertweck,40000,1985-09-28,Senior Staff
98807,Aloys,Hanratty,49505,1998-03-28,Staff
98813,Surveyors,Peck,59764,1985-11-13,Senior Engineer
98820,Djenana,Erva,52353,1994-09-09,Technique Leader
98823,Tesuya,Hartvigsen,52979,1988-08-06,Senior Staff
98618,Bojan,Merle,40000,1997-02-18,Staff
98825,Aemilian,Kroft,51267,1988-10-14,Senior Engineer
98832,Margo,Akiyama,40000,1986-02-10,Senior Staff
98838,Kazuhito,Deville,70627,1994-03-05,Senior Engineer
98845,Jessie,Anido,46355,1987-03-13,Senior Staff
98852,Arno,Rissland,56812,1997-08-12,Engineer
98854,Kotesh,Garrabrants,43094,1995-07-03,Assistant Engineer
98619,Sham,Debuse,48411,1991-09-03,Senior Engineer
98861,George,Bellmore,70308,1985-06-20,Senior Staff
98628,Radhika,Bahl,40000,1988-06-06,Senior Engineer
98636,Kannan,Mahnke,45412,1993-08-13,Senior Engineer
98893,Theron,Ramalingam,40000,1988-07-30,Senior Engineer
98663,Serenella,Segond,60861,1995-10-21,Senior Staff
98905,Nikolaos,Negoita,40471,1985-09-13,Senior Engineer
98913,Toshimori,Fabrizio,64924,1987-03-21,Senior Staff
98918,Perry,Kopetz,40358,1999-09-22,Staff
98675,Shigehiro,Suri,40000,1986-03-07,Senior Staff
98680,Serge,Tchuente,52009,1994-06-10,Technique Leader
98957,Khalil,Schmittgen,47257,1998-03-17,Senior Engineer
98962,Brendon,Sluis,58636,1987-10-03,Senior Engineer
98965,Mori,Parhami,68546,1987-05-04,Senior Engineer
98682,Naraig,Parhami,40000,1991-10-28,Senior Staff
98683,Charmane,Lodder,40000,1991-11-21,Senior Engineer
99137,Yonghoan,Pollock,82357,1988-12-20,Senior Engineer
98973,Aemilian,Quittner,51554,1986-01-05,Senior Engineer
98977,Richara,Alameldin,52810,1987-02-20,Engineer
98984,Rosalyn,Ushiama,42340,1988-06-09,Senior Staff
98987,Dipayan,Suermann,40000,1985-09-13,Senior Engineer
98992,Gonzalo,Heping,59547,1987-08-16,Senior Engineer
98993,Ronghao,Apsitis,40000,1992-07-15,Senior Engineer
98996,Parke,Kalloufi,52930,1998-06-25,Staff
99002,Shan,Bergere,65683,1986-09-20,Senior Staff
99153,Maik,Montresor,40000,1993-06-06,Senior Engineer
99007,Ugo,Ibel,40000,1988-05-29,Senior Staff
99013,Tsz,Cools,46808,1997-02-09,Senior Engineer
99014,Adly,Siprelle,68063,1985-12-11,Senior Staff
99022,Golgen,Wilfing,52234,1988-05-08,Senior Engineer
99023,Gill,Kusakabe,62460,1986-03-28,Senior Staff
99029,Ohad,Eiter,67556,1989-06-22,Senior Engineer
99161,Ramya,Heyers,51933,1996-05-08,Senior Engineer
99182,Jaques,Fontan,57476,1999-03-10,Engineer
99050,Stevo,Krichel,78899,1988-06-10,Senior Staff
99064,Marin,Trogemann,75908,1995-09-29,Senior Staff
99206,Florian,Matheson,40000,1990-10-15,Senior Staff
99097,Toshiki,Munawer,40000,1987-04-19,Senior Engineer
99104,Karsten,Kolinko,40000,1986-07-13,Senior Staff
99208,Mokhtar,Bernick,41107,1991-05-18,Senior Engineer
99210,Irene,Morrin,40000,1985-05-19,Senior Engineer
99220,Domenico,Zobel,42749,1993-07-17,Technique Leader
99253,Genki,Maccarone,59645,1997-07-17,Staff
99226,Mario,Pehl,42023,1993-01-14,Senior Engineer
99269,Leaf,Gien,40000,1997-05-13,Engineer
99272,Yuriy,Birge,61261,1999-02-16,Staff
99274,Taizo,Schurmann,40000,1985-06-14,Senior Engineer
99276,Takanari,Aamodt,85243,1987-01-01,Senior Staff
99231,Nahla,Wielonsky,50698,1988-10-12,Senior Engineer
99390,Cristinel,Potthoff,52747,1992-03-17,Senior Engineer
99290,Youssef,Basagni,40000,1995-08-07,Senior Engineer
99297,Xinan,Erman,54074,1992-06-26,Senior Engineer
99299,Sachem,Claffy,52523,1986-06-10,Engineer
99307,Moto,Thibadeau,60796,1987-08-23,Senior Staff
99313,Masasuke,Caine,40000,1985-04-02,Senior Staff
99400,Hitomi,Decaestecker,66797,1985-09-20,Senior Staff
99340,Masaru,Selvestrel,40000,1987-06-15,Senior Staff
99422,Kotesh,Navazio,67111,1986-04-26,Senior Staff
99365,Poornachandra,Kopetz,40000,1995-05-02,Senior Engineer
99369,Marke,Krohn,53308,1986-05-10,Senior Staff
99371,Tokuyasu,Vuskovic,58546,1985-11-17,Senior Engineer
99431,Prodip,Kusalik,87304,1990-09-02,Senior Staff
99376,Olivera,Blokdijk,40000,1988-02-15,Senior Engineer
99438,Vidar,Prochazka,75241,1988-04-20,Senior Staff
99442,Sibyl,Uhrig,65643,1988-07-11,Senior Staff
99443,Zita,Woycyznski,57383,1988-11-10,Senior Staff
99451,Guenter,Riexinger,60516,1991-12-09,Senior Staff
99544,Irene,Petersohn,40000,1999-02-22,Engineer
99466,Margo,Schusler,40000,1985-07-27,Senior Engineer
99557,Arlette,Fordan,40000,1986-02-20,Senior Staff
99564,Vitali,Azevdeo,56125,1988-04-24,Senior Staff
99567,Christfried,Oberman,69068,1996-06-01,Assistant Engineer
99571,Rajmohan,Slobodova,40000,1991-07-03,Senior Engineer
99473,Jaihie,Servi,63089,1996-03-06,Engineer
99583,Holgard,Schmittgen,47873,1996-05-14,Senior Staff
99476,Shahaf,Laventhal,40000,1999-12-09,Staff
99481,Arnd,Akaboshi,81880,1994-10-23,Senior Staff
99606,Kamran,Flowers,70984,1988-12-30,Senior Staff
99492,Rosine,Gajiwala,54784,1992-07-24,Senior Staff
99608,Baruch,Paludetto,42571,1999-08-14,Engineer
99611,Breannda,Stasinski,40000,1988-08-28,Senior Staff
99622,Etsuo,Taneja,44203,1987-05-19,Senior Engineer
99501,Djenana,Scharstein,58710,1992-06-26,Senior Engineer
99637,Moti,Maccarone,74650,1987-01-04,Senior Engineer
99520,Eran,Copas,47258,1995-02-02,Senior Engineer
99643,Beshir,Babu,58318,1985-05-03,Senior Staff
99646,Manu,Farris,40000,1997-11-13,Technique Leader
99649,Danny,Berstel,40000,1985-11-25,Senior Engineer
99655,Elvis,Borovoy,68796,1995-04-04,Senior Engineer
99671,Tsuneo,Leppanen,60229,1985-06-10,Senior Staff
99681,Henk,Tramer,68690,1985-07-17,Senior Staff
99687,Barna,Yavatkar,46524,1988-05-17,Senior Engineer
99688,Christophe,Noriega,61170,1985-03-01,Senior Staff
99703,Manton,Berstel,71946,1991-09-11,Senior Engineer
99705,Souichi,Bahr,47335,1985-09-27,Senior Staff
99716,Luerbio,Casperson,55990,1986-12-17,Senior Staff
99719,Sreekrishna,Ramamoorthy,40000,1993-04-09,Senior Staff
99729,Dmitri,Porenta,64728,1988-06-22,Senior Staff
99745,Girolamo,Highland,40034,1985-12-12,Senior Engineer
99769,Xinyu,Winter,67904,1995-07-25,Senior Staff
99771,Gudjon,Lund,40000,1993-05-23,Senior Engineer
99779,Rasiah,Taubenfeld,45628,1987-05-06,Senior Engineer
99781,Randi,Sury,40000,1986-12-04,Senior Staff
99788,Adly,Orsini,40000,1987-10-11,Senior Engineer
99790,Guadalupe,Lowrie,40000,1993-09-29,Senior Engineer
99794,Kristin,Garnick,40000,1986-03-15,Senior Engineer
99804,Abdelghani,Benner,58433,1988-01-13,Senior Engineer
99837,Dipayan,Anick,40000,1985-11-28,Senior Engineer
99860,Mitchel,Homond,49331,1988-11-09,Technique Leader
99522,Murthy,Prenel,40000,1988-06-02,Senior Staff
99874,Leif,Belinskaya,55576,1986-12-03,Senior Engineer
99880,Herbert,Conti,50558,1987-08-20,Senior Staff
99882,Rafail,Falby,48229,1987-01-11,Senior Engineer
99883,Dulce,Linares,62474,1986-12-11,Senior Engineer
99889,Mohammad,Osgood,58898,1998-06-29,Engineer
99890,Aemilian,Decleir,40930,1987-11-18,Senior Staff
99895,Olivera,Feldmann,44629,1994-07-23,Senior Engineer
99527,Feipei,Duclos,40000,1994-08-12,Engineer
99966,Masali,Ferretti,70517,1997-09-26,Staff
99915,Elgin,Perna,40000,1987-02-27,Senior Engineer
99927,Bernardo,Luck,40000,1986-03-11,Senior Engineer
99937,Yannik,Himler,40752,1987-11-17,Senior Engineer
99972,Jaana,Schaaf,79948,1998-05-07,Staff
99981,Rimon,Grandbois,48230,1993-05-03,Senior Engineer
99989,Divine,Docker,42342,1999-11-01,Engineer
100101,Shakhar,Egerstedt,57364,1988-05-10,Senior Engineer
100013,Gunilla,Bernardinello,81806,1986-04-10,Senior Engineer
100112,Akemi,Naumovich,76575,1994-06-30,Engineer
100115,Siddarth,Servieres,70651,1986-10-21,Senior Staff
100117,Fumitaka,Beerel,40000,1987-10-25,Senior Staff
100118,Sajjad,Goldhammer,51892,1999-10-28,Technique Leader
100125,Kristinn,Benveniste,40000,1988-02-13,Senior Staff
100022,Iara,Lindenbaum,58805,1985-02-04,Senior Staff
100137,Seongbae,Bail,40000,1986-03-17,Senior Engineer
100138,Changho,Prenel,43804,1988-06-16,Engineer
100142,Terresa,Isard,74107,1988-12-10,Senior Staff
100146,Nalini,Woycyznski,59959,1997-07-30,Technique Leader
100024,Godehard,Pelz,70235,1993-03-27,Senior Staff
100158,Ayakannu,Falby,40000,1988-08-21,Senior Staff
100159,Sakthirel,Boudaillier,40000,1987-11-28,Senior Engineer
100032,Jaewoo,Papsdorf,40000,1988-01-20,Senior Staff
100169,Ingmar,Angot,46710,1987-01-13,Technique Leader
100172,Selwyn,Kranzdorf,59207,1992-01-16,Senior Staff
100175,Willard,Maginnis,60426,1988-01-17,Senior Engineer
100042,Raimond,Turnbull,84331,2000-01-11,Staff
100180,Ohad,Lichtner,63640,1990-06-16,Senior Engineer
100190,Lenore,Thebaut,40000,1986-09-09,Technique Leader
100046,Jayson,Jumpertz,40000,1986-06-14,Senior Engineer
100205,Nahid,Gustavson,40000,1996-08-14,Technique Leader
100206,Arumugam,Wrigley,75261,1985-03-29,Senior Engineer
100072,Fan,Zeleznik,40248,1997-06-17,Engineer
100074,Yechiam,Velardi,40000,1986-07-15,Senior Engineer
100092,Eckart,Cannane,44308,1987-01-28,Senior Engineer
100382,Mariangiola,Wynblatt,53751,1988-05-25,Senior Engineer
100257,Mahmut,Poulakidas,50891,1994-08-28,Engineer
100259,Jiang,Laurillard,40000,1988-02-03,Senior Staff
100264,Jaroslava,Hegner,40000,1989-11-09,Senior Engineer
100274,Fei,Miyakawa,67036,1986-10-07,Senior Staff
100277,Ravishankar,Baby,42826,1988-08-16,Senior Engineer
100279,Mingdong,Gustavson,71734,1998-03-03,Staff
100384,Richara,Yurek,42995,1986-06-03,Senior Engineer
100386,Lubomir,Dulay,40000,1995-11-29,Engineer
100292,Takanari,Zambonelli,47883,1986-10-10,Senior Staff
100295,Huican,Schmiedel,67515,1986-01-23,Senior Staff
100403,Chikara,Stavenow,40000,1987-05-06,Senior Engineer
100300,Paraskevi,Lieblein,40000,1985-04-11,Senior Engineer
100303,Huei,Pargaonkar,40000,1993-12-27,Senior Engineer
100305,Christfried,Heyers,68511,1998-01-02,Senior Engineer
100317,Xiaopeng,Lorys,73886,1987-12-11,Senior Staff
100319,Frazer,Billingsley,55250,1988-07-10,Senior Engineer
100322,Janalee,Bahr,40000,1985-03-21,Senior Staff
100406,Yoshinari,Coors,67911,1985-10-11,Senior Staff
100332,Tooru,Schonegge,40000,1990-02-21,Senior Engineer
100333,Kyoichi,Radivojevic,54918,1996-11-27,Assistant Engineer
100413,Mara,Schurmann,70562,1990-06-10,Senior Engineer
100349,Gianluca,Jarecki,40000,1988-06-18,Senior Engineer
100416,Chinya,Neimat,51393,1987-08-16,Senior Engineer
100352,Moss,Poupard,42705,1996-08-11,Senior Engineer
100358,Lucian,Falby,40000,1985-04-17,Senior Engineer
100359,Vishwani,Speer,40000,1987-03-27,Senior Engineer
100419,Jaana,Leivant,64722,1992-01-10,Senior Staff
100428,Fayez,Einsfeld,60997,1987-12-07,Senior Engineer
100429,Jayesh,Brender,59160,1991-01-01,Senior Engineer
100436,Subhankar,Gini,83157,1987-06-25,Senior Staff
100444,Arno,Itzigehl,74848,1985-05-15,Senior Staff
100452,Guther,Lowrie,58300,1994-07-17,Senior Engineer
100531,Toshiko,Kranzdorf,44836,1999-02-06,Senior Engineer
100534,Aamer,Luga,95161,1996-04-08,Staff
100475,Aron,Piazza,51218,1990-02-01,Senior Staff
100555,Lucien,Gecsel,70189,1988-08-13,Senior Staff
100556,Sachem,Kaiserswerth,40000,1990-10-19,Senior Staff
100568,Aral,Huhdanpaa,58380,1988-07-12,Senior Staff
100569,Sreekrishna,Anandan,51999,1986-10-25,Senior Engineer
100486,Radhakrishnan,Maksimenko,83241,1988-10-09,Senior Staff
100574,Lucien,Bennet,83065,1995-02-14,Senior Staff
100583,Goetz,Schnelling,40000,1996-12-19,Senior Engineer
100593,Sasan,Sethi,40000,1996-02-28,Engineer
100609,Gina,Lakshmanan,68982,1994-09-26,Senior Engineer
100621,Olivera,Joslin,40000,1994-09-05,Engineer
100634,Halsur,Yurek,43597,1988-04-28,Senior Engineer
100653,Georgi,Maraist,40000,1988-10-28,Senior Engineer
100656,Persi,Teitelbaum,58825,1996-11-10,Engineer
100673,Giri,Jiang,66753,1986-12-31,Senior Staff
100674,Mariangiola,Lovengreen,50555,1988-12-17,Technique Leader
100678,Premal,Terkki,40000,1991-09-06,Senior Engineer
100680,Xiping,Duclos,65045,1996-03-28,Senior Staff
100686,True,Beausoleil,75314,1987-06-14,Senior Staff
100698,Gino,Atrawala,45457,1988-11-05,Senior Staff
100708,Yaghout,Pauthner,46374,1997-01-01,Engineer
100721,Poornachandra,Bade,62649,1995-09-16,Senior Engineer
100725,Zvonko,Maliniak,87150,1994-09-26,Senior Staff
100746,Heather,Rehfuss,40000,1987-07-08,Senior Staff
100748,Uriel,Marakhovsky,69326,1986-12-10,Senior Staff
100492,Vincent,Tibblin,84588,1999-11-03,Senior Staff
100753,Zsolt,Baca,72760,1986-09-13,Senior Engineer
100497,Tze,Fortenbacher,40000,1985-04-06,Senior Engineer
100769,Willard,Clemencon,40000,1990-04-29,Senior Engineer
100500,Tetsurou,Sichman,61217,1988-10-14,Senior Engineer
100787,Ewing,Sury,60396,1999-07-02,Staff
100516,Seongbae,Staudhammer,40000,1985-09-22,Senior Engineer
100960,Saniya,Candan,49070,1985-11-09,Senior Engineer
100964,Arra,Mamelak,45421,1985-12-25,Senior Engineer
100838,Kristin,Serre,40766,1995-03-20,Technique Leader
100842,Dante,Brobst,40000,1993-01-01,Senior Engineer
100965,Lucian,Bultermann,85601,1990-05-04,Senior Staff
100974,Adas,Ebeling,40000,1985-10-25,Engineer
100853,Aris,Coombs,65520,1988-03-01,Senior Engineer
100854,Serge,Kaiserswerth,40000,1988-06-19,Senior Engineer
100998,Breannda,Portugali,82366,1986-07-27,Senior Staff
100880,Chikara,Thibadeau,40000,1986-01-11,Senior Staff
100884,Adamantios,Rousseau,44880,1995-12-15,Senior Staff
100889,Mariusz,Spelt,40000,1988-01-25,Senior Staff
100900,Saniya,Vandervoorde,40000,1986-06-27,Senior Staff
101000,Vishv,Marrevee,51328,1986-07-14,Senior Staff
101002,Fei,Billawala,49150,1993-11-17,Senior Staff
100914,Erzsebet,Shackell,42899,1988-10-14,Senior Engineer
101003,Pranas,Kusakabe,58383,1996-02-11,Engineer
100920,Henk,Byoun,40000,1987-01-29,Senior Engineer
100924,Moni,Sewelson,44259,1994-12-11,Staff
101005,Niranjan,Erni,40000,1987-03-30,Senior Engineer
100927,Troy,Lovengreen,42027,1999-10-03,Assistant Engineer
100933,Uli,Taneja,74993,1986-03-27,Senior Staff
100934,Goncalo,Czaja,41164,1997-01-15,Engineer
101015,Spyrose,Rahier,41560,1993-04-27,Senior Staff
101018,Shigeu,Serra,61471,1993-06-16,Senior Engineer
101033,Zhiwei,Clemencon,64916,1985-02-13,Senior Staff
101034,Elgin,Tyugu,42628,1985-04-14,Senior Engineer
101067,Kerhong,Schmittgen,54297,1998-10-12,Assistant Engineer
101086,Fumino,Breugel,65639,1996-09-28,Assistant Engineer
101096,Make,Zaccaria,40000,1995-07-04,Senior Engineer
101098,Maya,Norsworthy,54008,1986-06-27,Senior Staff
101110,Mahmut,Strooper,49189,1988-08-28,Technique Leader
101071,Perla,Leivant,75307,1992-06-14,Senior Staff
101117,Visit,Kriebel,60610,1987-12-14,Senior Staff
101122,Nahla,Swick,43359,1985-03-11,Senior Staff
101123,Henk,Wossner,71036,1985-05-26,Senior Staff
101073,Yongdong,Iwayama,61079,1987-07-07,Senior Engineer
101078,Fusako,Zedlitz,42440,1985-02-05,Senior Engineer
101142,Sedat,Gini,40000,1988-02-15,Senior Engineer
101239,Toshimori,Khalil,47859,1985-08-18,Senior Staff
101153,Manohar,Gill,46653,1986-07-24,Senior Staff
101172,Nevio,Schoegge,101642,1988-03-19,Senior Staff
101180,Subhada,Przulj,75117,1985-02-22,Senior Staff
101240,Oldrich,Perin,84304,1986-01-18,Senior Staff
101246,Saddek,Sommer,64563,1996-01-27,Senior Staff
101192,Shugo,Poujol,49897,1987-01-11,Senior Staff
101193,Fen,Rabejac,58631,1985-11-06,Senior Engineer
101252,Constantino,Speer,41874,1988-11-30,Senior Staff
101204,Nikolaus,Schmiedel,40000,1994-12-30,Staff
101206,Nishit,Vitiello,55057,1994-01-22,Senior Staff
101210,Hidde,Takanami,40000,1986-02-22,Senior Engineer
101258,Patricia,Lortz,51443,1987-10-02,Senior Engineer
101218,Basil,Huhdanpaa,56978,1997-07-14,Technique Leader
101221,Phule,Saoudi,61546,1986-06-19,Technique Leader
101270,Tsutomu,Nitto,40000,1992-08-22,Senior Staff
101276,Shirish,Leonhardt,62370,1988-10-17,Senior Engineer
101286,Gila,Bernardinello,40000,1994-12-02,Engineer
101377,Jacqueline,Decaestecker,51803,1996-02-02,Senior Engineer
101380,Cullen,Ghazalie,65130,1998-02-05,Engineer
101288,Bader,Chorvat,40000,1987-05-13,Senior Engineer
101385,Maia,Vickson,53991,1999-06-27,Technique Leader
101291,Kellie,Mapelli,40000,1987-02-21,Senior Engineer
101396,Guther,Pellegrinelli,53873,1989-08-23,Senior Staff
101294,Sakthirel,Speel,47843,1987-03-31,Senior Engineer
101405,Takahito,Fasbender,40000,1988-12-11,Senior Engineer
101312,Kamakshi,Auria,40000,1998-02-14,Senior Engineer
101412,Nathan,Baaleh,59919,1988-06-10,Senior Staff
101414,Xiaoheng,DasSarma,50029,1987-05-08,Senior Staff
101425,Lalit,Speel,54698,1986-07-26,Senior Engineer
101428,Tiina,Muhling,59123,1987-05-20,Senior Engineer
101321,Arvind,Beetstra,41130,1986-12-04,Senior Engineer
101440,Aimee,McAffer,64583,1988-11-30,Senior Staff
